授業科目名,担当教員,役職,単位数,必修・選択・自由,開講年次,開講学期,実務経験,備考,シラバスURL
美術史（現代）Ⅰ,石松 紀子,准教授,2,選択,３年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114A5901.html
美術史（現代）Ⅱ,石松 紀子,准教授,2,選択,３年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114A6001.html
美術史（西洋）Ⅰ,古谷 可由,非常勤講師,2,選択,２年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114A5701.html
美術史（西洋）Ⅱ,古谷 可由,非常勤講師,2,選択,２年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114A5801.html
美術解剖学Ⅰ,今井 良枝,非常勤講師,2,選択,１年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30315301.html
美術解剖学Ⅱ,今井 良枝,非常勤講師,2,選択,１年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30315401.html
翻訳論Ⅰ,横山 知幸,教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B0801.html
翻訳論Ⅰ,横山 知幸,教授,2,選択,博士前期課程１、２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51350901.html
翻訳論Ⅱ,横山 知幸,教授,2,選択,２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B0901.html
翻訳論Ⅱ,横山 知幸,教授,2,選択,博士前期課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51351001.html
自主プロジェクト演習,井上 智生,教授,2,選択,１，２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_60420599.html
自主プロジェクト研究Ⅰ,井上 智生,教授,2,選択,1，2，3年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211101.html
自主プロジェクト研究Ⅱ,井上 智生,教授,2,選択,1，2，3年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_65211201.html
自己の認識を深める,山咲 博昭,講師,2,選択,１・２年,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00123001.html
自然人類学,川添 達朗,非常勤講師,2,選択,１・２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_00121501.html
自然言語処理,竹澤 寿幸,教授,2,選択,３年,後期前半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27450401.html
色彩論,納島 正弘,教授,2,選択,１年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30314601.html
芸術と知的財産権,丞村 宏,非常勤講師,1,選択,３年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30316101.html
芸術学研究Ⅰ,城市 真理子,准教授,8,選択,１年,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_78000101.html
芸術学研究Ⅱ,城市 真理子,准教授,8,選択,２年,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_78000201.html
芸術工学,定國 伸吾,非常勤講師,2,選択,２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30313701.html
英文作法Ⅰ,ゴーマン マイケル,教授,2,選択,2nd year students and above,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0501.html
英文作法Ⅱ,ゴーマン マイケル,教授,2,選択,2nd year students and above,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0601.html
英文構成法Ⅰ,森田 光宏,准教授,2,選択,３年次生以上,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2901.html
英文構成法Ⅱ,森田 光宏,准教授,2,選択,３年生以上,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B3001.html
英文法論,横山 知幸,教授,2,選択,３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2401.html
英米文学概論Ⅰ,原 雅樹,講師,2,選択,3年次以上,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2501.html
英米文学概論Ⅱ,原 雅樹,講師,2,選択,3年次以上,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2601.html
英語学概論Ⅰ,町田 章,非常勤講師,2,選択,３年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2201.html
英語学概論Ⅱ,井上 永幸,非常勤講師,2,選択,３年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B2301.html
英語応用演習Ⅰ,渡辺 智恵,教授,1,必須,１年次（全学部）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_0021H199.html
英語応用演習Ⅱ,渡辺 智恵,教授,1,必須,１年次（全学部）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_0021H299.html
英語応用演習Ⅲ,渡辺 智恵,教授,1,必須,２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_0021H399.html
英語応用演習Ⅳ,渡辺 智恵,教授,1,必須,２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_0021H499.html
英語教育論Ⅰ,青木 信之,教授,2,選択,博士前期課程１、２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51350101.html
英語教育論Ⅱ,青木 信之,教授,2,選択,博士前期課程１、２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51350201.html
英語聴解法,宮川 真,非常勤講師,2,選択,３年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B3301.html
英語討論技法Ⅰ,カーソン ルーク,教授,2,選択,2nd year students and above,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0301.html
英語討論技法Ⅱ,カーソン ルーク,教授,2,選択,2nd year students and above and exchange students,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0401.html
英語読解法Ⅰ,横山 知幸,教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0101.html
英語読解法Ⅱ,横山 知幸,教授,2,選択,２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_113L0201.html
被爆の記憶,四條 知恵,准教授,2,選択,１・２年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81120301.html
製品企画プロジェクト特別演習,中田 明夫,教授,1,選択,１，２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_68420801.html
西洋美術史Ⅰ,古谷 可由,非常勤講師,2,選択,２年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30315901.html
西洋美術史Ⅱ,古谷 可由,非常勤講師,2,選択,２年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30316001.html
西洋美術史特講,その他 教員,助教,2,選択,大学院生,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_74230501.html
西洋美術史特講,藤村 拓也,非常勤講師,2,選択,１・２年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_74230502.html
視覚情報学特論,中野 靖久,准教授,2,選択,１、２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_68412001.html
視覚情報学特論,中野 靖久,准教授,2,選択,１、２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_6A410501.html
視覚造形演習,納島 正弘,教授,2,選択,博士前期 1年次、2年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_73230201.html
観光情報学,目良 和也,講師,2,選択,2年生,前期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20434099.html
解析学Ⅰ,その他 教員,助教,2,必須,1年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20410199.html
解析学Ⅰ演習,その他 教員,助教,1,必須,1年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20413799.html
解析学Ⅱ,その他 教員,助教,2,必須,1年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20410899.html
言語・コミュニケーション研究入門A,重田 美咲,准教授,1,選択,１年次,後期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B3501.html
言語・コミュニケーション研究入門B,横山 知幸,教授,1,選択,１年次,後期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B3601.html
言語比較論Ⅰ,藤原 優美,講師,2,選択,2年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B1001.html
言語比較論Ⅱ,藤原 優美,講師,2,選択,2年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B1101.html
言語音声メディア工学特論,竹澤 寿幸,教授,2,選択,１、2年生,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_67412501.html
計算機支援設計特論,井上 智生,教授,2,選択,"1, 2年生",前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66410301.html
計算知能特論,高濱 徹行,教授,2,選択,１・２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_67410301.html
計算論,内田 智之,准教授,2,選択,３年次以上,前期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27430401.html
計算量理論特論,内田 智之,准教授,2,選択,１、２年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_67410501.html
計算量理論特論,内田 智之,准教授,2,選択,１、２年生,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_68411901.html
記号処理プログラミング,宮原 哲浩,准教授,2,選択,３年次,前期前半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_27431601.html
設計最適化手法,市原 英行,教授,2,選択,3年,後期後半,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_26440801.html
認識システム特論,中山 仁史,准教授,2,選択,１，２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_68421101.html
課題解決型演習,三村 和史,教授,1,選択,2年生,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20421801.html
論理回路,李 仕剛,教授,2,選択,2年,前期後半,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_20412501.html
論理回路・システム特論,永山 忍,教授,2,選択,１、２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66410101.html
論理回路・システム特論,永山 忍,教授,2,選択,１、２年生,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_6A411401.html
財務管理論Ⅰ,城多 努,准教授,2,選択,２年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E1001.html
財務管理論Ⅱ,城多 努,准教授,2,選択,２年,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114E1101.html
財政学Ⅰ,寺田 英子,教授,2,選択,２年,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114D0801.html
財政学Ⅱ,寺田 英子,教授,2,選択,２年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114D0901.html
軍縮と平和,片柳 真理,非常勤講師,2,選択,Master’s students,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81210501.html
軍縮国際法,阿部 達也,非常勤講師,2,選択,大学院学生,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_81210101.html
通信トラヒック特論,高野 知佐,教授,2,選択,１，２年,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66412501.html
通信工学Ⅰ,神尾 武司,講師,2,選択,3年,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_28450101.html
通信工学特論,西 正博,教授,2,選択,１、２年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_66411001.html
通訳技法論Ⅰ,渡辺 智恵,教授,2,選択,２年次,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B1201.html
通訳技法論Ⅱ,渡辺 智恵,教授,2,選択,２年次,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_114B1301.html
通訳論Ⅰ,渡辺 智恵,教授,2,選択,博士前期課程１年次以上,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51351101.html
通訳論Ⅱ,渡辺 智恵,教授,2,選択,博士前期課程１年次以上,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_51351201.html
造形実習ⅠA,藤江 竜太郎,講師,4,必須,１年次,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D1701.html
造形実習ⅠB,藤江 竜太郎,講師,4,必須,１年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D1901.html
造形実習ⅡA,中村 圭,准教授,6,必須,２年次（視覚造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0502.html
造形実習ⅡA,内堀 豪,准教授,6,必須,２年次（金属造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0503.html
造形実習ⅡA,藤江 竜太郎,講師,6,必須,２年次（立体造形）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0504.html
造形実習ⅡA,古堅 太郎,講師,6,必須,2年次（現代表現）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0505.html
造形実習ⅡA,城井 文,講師,6,必須,２年次（映像メディア造形）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0506.html
造形実習ⅡA,青木 伸介,講師,6,必須,２年次（漆造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0507.html
造形実習ⅡA,野田 睦美,准教授,6,必須,2年次(染織造形),前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0508.html
造形実習ⅡB,中村 圭,准教授,6,必須,２年次（視覚造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0702.html
造形実習ⅡB,笠原 浩,教授,6,必須,２年次（映像メディア造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0703.html
造形実習ⅡB,藤江 竜太郎,講師,6,必須,２年次（立体造形）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0704.html
造形実習ⅡB,古堅 太郎,講師,6,必須,２年次（現代表現）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0705.html
造形実習ⅡB,永見 文人,教授,6,必須,２年次(金属造形),後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0706.html
造形実習ⅡB,青木 伸介,講師,6,必須,２年次（漆造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0707.html
造形実習ⅡB,野田 睦美,准教授,6,必須,2年次(染織造形),後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D0708.html
造形実習ⅢA,中村 圭,准教授,6,必須,３年次（視覚造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2302.html
造形実習ⅢA,笠原 浩,教授,6,必須,３年次（映像メディア造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2303.html
造形実習ⅢA,吉田 幸弘,教授,6,必須,３年次（立体造形）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2304.html
造形実習ⅢA,古堅 太郎,講師,6,必須,3年次（現代表現）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2305.html
造形実習ⅢA,永見 文人,教授,6,必須,３年次(金属造形),前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2306.html
造形実習ⅢA,大塚 智嗣,教授,6,必須,３年次（漆造形）,前期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2307.html
造形実習ⅢA,倉内 啓,教授,6,必須,3年次（染織造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2308.html
造形実習ⅢＢ,納島 正弘,教授,6,必須,３年次（視覚造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2602.html
造形実習ⅢＢ,内堀 豪,准教授,6,必須,3年次（金属造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2603.html
造形実習ⅢＢ,倉内 啓,教授,6,必須,3年次（染織造形）,後期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2604.html
造形実習ⅢＢ,吉田 幸弘,教授,6,必須,３年次（立体造形）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2605.html
造形実習ⅢＢ,古堅 太郎,講師,6,必須,3年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2606.html
造形実習ⅢＢ,城井 文,講師,6,必須,3年次（映像メディア）,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2607.html
造形実習ⅢＢ,大塚 智嗣,教授,6,必須,３年次,後期授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2608.html
造形応用特別研究,石谷 治寛,准教授,2,選択,１・２年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_70310101.html
造形応用研究Ⅰ,吉田 幸弘,教授,2,選択,芸術学部 1年次、２年次、３年次、４年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30314701.html
造形応用研究Ⅱ,吉田 幸弘,教授,2,選択,芸術学部２年次、３年次、４年次,年間授業,無, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_30314801.html
造形研究（演習）,納島 正弘,教授,12,必須,４年次（視覚造形）,前期授業,有, ,http://rsw.office.hiroshima-cu.ac.jp/OpenSyllabus/2023_323D2701.html
